id,setId,type,correct,คำตอบที่คาด,ระดับ,ชิ้นเฉลย,ท่อนสรุป(ตัดมา 220 ตัวท้าย)
chap-02-logic-q69,chap-02-logic,mc,3,$\mathcal{U} = $ เซตของจำนวนเต็มลบคี่,🔴 ไม่เจอเลย,36,จากนั้นหาจำนวนเต็มในช่วงเทียบกับชนิดของตัวเลือก⚠️จุดที่เด็กมักผิด1ลืมว่า\sqrtx^2-4x+4=|x-2|ไม่ใช่x-2ตรงๆ2หาส่วนร่วมผิด—ต้องอยู่ทั้งสองช่วงพร้อมกัน3-1เป็นจำนวนคี่ลบคี่—มักลืมว่า-1เป็นจำนวนเต็มเพียงตัวเดียวในช่วงที่เป็นคี่
chap-02-logic-q85,chap-02-logic,mc,2,เนื่องจากราคาน้ำตาลไม่สูงขึ้น จึงสรุปได้ว่าพ่อค้าไม่ได้กักตุนน้ำตาล,🔴 ไม่เจอเลย,20,น→ตัวเลือก3💡เทคนิคที่ใช้ตั้งตัวแปรpqแล้วจำแนกว่าการให้เหตุผลเป็นcontrapositiveถูกหรือconverse/inverseผิด⚠️จุดที่เด็กมักผิดเผลอใช้converseตัวเลือก1:ราคาสูง→กักตุนคิดว่าถูก—ที่ถูกคือcontrapositiveเท่านั้น:ไม่มีผล→ไม่มีเหตุ
chap-02-logic-q88,chap-02-logic,mc,1,ถ้า $f'(x)$ หาค่าได้ หรือ $f'(x) \neq 0$ แล้ว $x$ ไม่เป็นค่าวิกฤตของฟั,🔴 ไม่เจอเลย,34,"imP→ตัวเลือก2💡เทคนิคที่ใช้contrapositiveของP\toQ\veeRต้องนิเสธผลด้วยDeMorgan:\simQ\veeR=\simQ\wedge\simR—ใช้\wedgeไม่ใช่\vee⚠️จุดที่เด็กมักผิดทำDeMorganผิด—นิเสธ""QหรือR""ต้องได้""\simQและ\simR""ตัวเลือก2จงใจใช้""หรือ""ให้พลาด"
chap-02-logic-q90,chap-02-logic,mc,3,$[\sim (p \wedge q) \rightarrow \sim r] \wedge [\sim (p \wedge q) \rig,🔴 ไม่เจอเลย,23,simr\wedge\simsแล้วจึงดึงตัวร่วมกลับเป็นรูปเงื่อนไขเพื่อจับคู่ตัวเลือก⚠️จุดที่เด็กมักผิด1ลืมว่านิเสธของandกลายเป็นorไม่ใช่and2นิเสธเงื่อนไขผิดเป็น\simA\to\simBทั้งที่ต้องเป็นA\wedge\simB3นิเสธสองชั้น\sim\simqลืมกลับเป็นq
chap-02-logic-q98,chap-02-logic,mc,1,$[[(p \wedge q) \rightarrow r] \wedge q] \rightarrow (p \rightarrow r),🔴 ไม่เจอเลย,35,แปร=สัจนิรันดร์ตัวเลือก3ใช้ลดรูปพบว่าเป็นFเสมอ⚠️จุดที่เด็กมักผิด1ตัวเลือก2ลืมว่าqจริงในเหตุทำให้p\wedgeq\torกลายเป็นเท็จเมื่อp=Tr=F2ตัวเลือก3ไม่ลดรูปจึงไม่เห็นว่าเป็นเท็จเสมอ3ตัวเลือก4ลืมลองกรณีp=Fที่ทำให้ผลเป็นเท็จง่ายๆ
chap-03-realnumber-q01,chap-03-realnumber,mc,2,$\dfrac{1}{|x|} < \dfrac{1}{|b|}$,🔴 ไม่เจอเลย,32,"\frac12และ\frac1|b|=1จริงที่\frac12✅คำตอบ:\frac1|x|💡เทคนิคที่ใช้:เมื่อเจอจำนวนลบให้แปลงเป็นค่าสัมบูรณ์ก่อนแล้วระวังว่าลำดับจะกลับทิศ⚠️จุดที่เด็กมักผิด:มักลืมว่าเมื่อxติดลบค่าที่""มากกว่า""ใกล้ศูนย์จะมีค่าสัมบูรณ์""น้อยกว่า"""
chap-03-realnumber-q02,chap-03-realnumber,mc,0,$\dfrac{y}{x} < \dfrac{1}{z}$,🔴 ไม่เจอเลย,28,ั้นไม่พึ่งmหรือเครื่องหมายของxyจึงจริงเสมอ✅คำตอบ:\fracyx💡เทคนิคที่ใช้:มองเงื่อนไขที่ให้มาว่าเป็นค่าบวกล้วน\fracxy\textและzแล้วกลับเศษส่วนตรงๆ⚠️จุดที่เด็กมักผิด:เผลอคูณyหรือmเข้าไปโดยไม่รู้เครื่องหมายทำให้ลืมกลับทิศอสมการ
chap-03-realnumber-q03,chap-03-realnumber,mc,2,"ถ้า $x > 0$ และ $y > 0$ แล้ว $\sqrt[n]{x}\,\sqrt[n]{y} = \sqrt[n]{xy}$",🔴 ไม่เจอเลย,29,"เพียงตัวเลือก3ที่ระบุเงื่อนไขxy>0ชัดเจนจึงถูกต้อง✅คำตอบ:ตัวเลือก3💡เทคนิคที่ใช้:หาตัวอย่างค้านcounterexampleเพื่อตัดตัวเลือกที่อ้างว่า""จริงเสมอ""⚠️จุดที่เด็กมักผิด:ลืมว่า\sqrt[n]x^n=|x|เมื่อnเป็นจำนวนคู่และลืมเงื่อนไขy\ne0"
chap-03-realnumber-q04,chap-03-realnumber,mc,3,$(a - b)^{n} = 0$ เมื่อ $n$ เป็นจำนวนเต็มบวกใด ๆ,🔴 ไม่เจอเลย,27,"ghtarrowa-b=0\Leftrightarrowa=b✅คำตอบ:a-b^n=0→ตัวเลือก4💡เทคนิคที่ใช้:ทดสอบเงื่อนไขด้วยตัวอย่างที่a\nebถ้าเงื่อนไขยังจริงแสดงว่าไม่ใช่iff⚠️จุดที่เด็กมักผิด:สับสนระหว่าง""จริงเสมอ""กับ""ก็ต่อเมื่อ""—a^2=b^2ให้ได้ทั้งa=bและa=-b"
chap-03-realnumber-q05,chap-03-realnumber,mc,0,ถ้า $a$ เป็นเลขคี่แล้ว ดังนั้น $a^{2}$ เป็นเลขคี่ด้วย,🔴 ไม่เจอเลย,15,ตัวเลือก1ที่ถูกจึงตัดตัวเลือก5ที่ว่าถูกทุกข้อทิ้ง✅คำตอบ:ตัวเลือก1💡เทคนิคที่ใช้:แทนเลขคี่ด้วย2n+1แล้วกระจายกำลังสองเพื่อพิสูจน์ว่ายังเป็นเลขคี่⚠️จุดที่เด็กมักผิด:มองข้ามกรณีaเป็นทศนิยมระหว่าง0ถึง1ทำให้a^2<aและกรณีคูณด้วย0
chap-03-realnumber-q06,chap-03-realnumber,mc,3,"ถ้า $a$ เป็นจำนวนจริง แล้ว $\sqrt[n]{a^{n}} = a$ เมื่อ $n = 2, 4, 6, \",🔴 ไม่เจอเลย,16,่างa=-3n=2ได้\sqrt-3^2=\sqrt9=3ซึ่งไม่เท่ากับ-3จึงไม่จริง✅คำตอบ:ตัวเลือก4ข้อที่ไม่จริง💡เทคนิคที่ใช้:จดจำว่ารากคู่ของกำลังคู่ให้ค่าสัมบูรณ์เสมอ⚠️จุดที่เด็กมักผิด:เผลอตอบว่า\sqrt[n]a^n=aโดยลืมว่าเมื่อnคู่ต้องใส่ค่าสัมบูรณ์
chap-03-realnumber-q07,chap-03-realnumber,mc,2,"มีจำนวนอตรรกยะ $a, b$ ซึ่ง $a \ne -b$ และ $a + b$ เป็นจำนวนตรรกยะ",🔴 ไม่เจอเลย,16,เลือก3มีตัวอย่างจริงa=1+\sqrt2b=1-\sqrt2ที่a+b=2จึงถูกต้อง✅คำตอบ:ตัวเลือก3💡เทคนิคที่ใช้:สร้างคู่อตรรกยะที่หักล้างส่วนอตรรกยะกันได้เช่น1\pm\sqrt2⚠️จุดที่เด็กมักผิด:คิดว่าผลบวก/ผลคูณของอตรรกยะต้องเป็นอตรรกยะเสมอซึ่งไม่จริง
chap-03-realnumber-q08,chap-03-realnumber,mc,0,ถ้า $a$ เป็นจำนวนอตรรกยะ แล้ว $\sqrt{|a|}$ เป็นจำนวนอตรรกยะ,🔴 ไม่เจอเลย,17,อบ:เหลือเพียงตัวเลือก1ที่จริง✅คำตอบ:ตัวเลือก1💡เทคนิคที่ใช้:พิสูจน์โดยข้อขัดแย้ง—สมมติ\sqrt|a|ตรรกยะแล้วนำไปสู่ข้อขัดแย้ง⚠️จุดที่เด็กมักผิด:ลืมว่าจำนวนเชิงซ้อนเปรียบเทียบมากกว่าน้อยกว่าไม่ได้และลืมกรณีa=b=0ในสมการเชิงเส้น
