id,ชุด,type,correct,เหตุผล,ธง,บรรทัดคำตอบในเฉลย (200 ตัว)
gen-chap-18-interest-and-value-of-money-q10,gen-chap-18-interest-and-value-of-money,fill,16232,ไม่พบค่า 16232 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q11,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q12,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q13,gen-chap-18-interest-and-value-of-money,fill,51051,ไม่พบค่า 51051 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q14,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q15,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q16,gen-chap-18-interest-and-value-of-money,fill,5,ไม่พบค่า 5 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q17,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q18,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q19,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q20,gen-chap-18-interest-and-value-of-money,fill,3600,ไม่พบค่า 3600 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q21,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q22,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q24,gen-chap-18-interest-and-value-of-money,fill,3,ไม่พบค่า 3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q25,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q26,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q27,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q28,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q29,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q30,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q31,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q32,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q33,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q34,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q35,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q36,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q37,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q38,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q39,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q40,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q41,gen-chap-18-interest-and-value-of-money,fill,12,ไม่พบค่า 12 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q42,gen-chap-18-interest-and-value-of-money,fill,12,ไม่พบค่า 12 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q43,gen-chap-18-interest-and-value-of-money,fill,13,ไม่พบค่า 13 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q46,gen-chap-18-interest-and-value-of-money,fill,33100,ไม่พบค่า 33100 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q47,gen-chap-18-interest-and-value-of-money,fill,27846,ไม่พบค่า 27846 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q48,gen-chap-18-interest-and-value-of-money,fill,37830,ไม่พบค่า 37830 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q49,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q50,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q51,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q52,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q53,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q54,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q55,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q56,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q57,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q58,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q59,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q60,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q61,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q62,gen-chap-18-interest-and-value-of-money,fill,4,ไม่พบค่า 4 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q63,gen-chap-18-interest-and-value-of-money,fill,6,ไม่พบค่า 6 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q64,gen-chap-18-interest-and-value-of-money,fill,40,ไม่พบค่า 40 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
pat1-2552-03-q31,pat1-2552-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: ที่ $r=\tfrac12$ ได้ $a_1=4(1-\tfrac12)=2$, ลำดับคือ $2,1,\tfrac12,\dots$ ผลบวก $=\dfrac{2}{1-\frac12}=4$ ✓ และ $a_2=1$ ✓"
pat1-2552-03-q32,pat1-2552-03,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,ตรวจคำตอบ: แทน $c=2$:
pat1-2552-03-q33,pat1-2552-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: $f'(-0.5)=2.5 > 0$ (ช่วง $(-1,0)$ เพิ่มจริง), $f'(2.5)=2(2.5)(12.5-3)=47.5 > 0$ (ช่วง $(2,3)$ เพิ่มจริง) ✓"
pat1-2552-03-q36,pat1-2552-03,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: 4 บล็อกรอบวง $=3!=6$, สลับใน 4 คู่ $=2^4=16$, รวม $6\times16=96$ ✓"
pat1-2552-03-q40,pat1-2552-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,ตรวจคำตอบ: เงื่อนไข mean=median ทำให้ผลรวมระยะห่างฝั่งซ้าย (ต่ำกว่า median) = ผลรวมระยะห่างฝั่งขวา (สูงกว่า median) ในรูปค่าสัมบูรณ์ ✓
pat1-2552-03-q41,pat1-2552-03,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: $a+b=20+10=30$ ✓, $\sum f x = 3.5(20)+4(15)+4.5(10)+5(20)+5.5(10)+6(5)=70+60+45+100+55+30=360$ ✓"
pat1-2552-03-q42,pat1-2552-03,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: $\bar{x}=595/40=14.875$ ✓, Med $14.5 > $ Mode $10.3$ ✓"
pat1-2552-03-q44,pat1-2552-03,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: $\mu=150, \sigma=5$ แทนใน (1): $150-1.88(5)=150-9.4=140.6$ ✓ และ (2): $150+9.4=159.4$ ✓"
pat1-2552-03-q45,pat1-2552-03,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,ตรวจคำตอบ:
pat1-2552-03-q48,pat1-2552-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: $c=\frac{1}{2551!}$,"
pat1-2552-03-q49,pat1-2552-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: ทั้ง 2 แบบมี จ ที่ 4 ✓, ค ฉ ติดกัน ✓, ฉ ก่อน ก ✓, ก ติด ง ✓, ฉ ไม่ติด ข ✓ — ลำดับ 5 มี ก หรือ ง, ตอบ ง ✓"
pat1-2552-03-q50,pat1-2552-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"ตรวจคำตอบ: ข=1 เสมอ และ ง อยู่ที่ 5 หรือ 6 (มากกว่า 1 เสมอ) ดังนั้น ""ง หลัง ข"" จริงทั้งสองแบบ ✓"
pat1-2552-10-q40,pat1-2552-10,fill,$\sqrt[4]{32}$,ไม่พบค่า $\sqrt[4]{32}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sqrt[4]{32}\ \big(=2^{5/4}\approx2.378\big)$
pat1-2553-03-q22,pat1-2553-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $C 
pat1-2553-03-q25,pat1-2553-03,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: A, B, D พูดเท็จ"
pat1-2553-07-q04,pat1-2553-07,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\left\{ x \mid \dfrac{2}{3} 
pat1-2554-12-q05,pat1-2554-12,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\{ x \in \mathbb{R} \mid -2 
pat1-2555-03-q05,pat1-2555-03,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $B 
pat1-2555-03-q09,pat1-2555-03,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\{x \in R \mid (4x-1)(x-4) 
pat1-2557-11-q30,pat1-2557-11,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $D 
pat1-2559-03-q12,pat1-2559-03,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\{x \mid |x-1| 
pat1-2559-03-q25,pat1-2559-03,mc,4,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $c 
pat1-2559-10-q09,pat1-2559-10,mc,4,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $C 
pat1-2560-03-q29,pat1-2560-03,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $y 
pat1-2563-02-q29,pat1-2563-02,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $c 
pat1-2564-03-q03,pat1-2564-03,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $0 < a < 1$
pat1-2564-03-q33,pat1-2564-03,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $90° 
pat1-2565-03-q41,pat1-2565-03,fill,1728,ไม่พบค่า 1728 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: 1,728"
samn-2561-03-q28,samn-2561-03,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $f(x) = -\dfrac{1}{2}(x-1)^2 + 1$
