id,ชุด,ชนิด,มีตาราง,มีรูป,correct,หัวโจทย์ 110 ตัวอักษร
chap-03-realnumber-q155,chap-03-realnumber,fill,,มี,"$\{-\sqrt{3},\ 1-\sqrt{2}\}$",ให้ $A = \{x \mid x \in \mathbb{R}$ และ $|x^2 - 1| = |x - 1| - |x + 1|\}$ จงเขียนเซต $A$ แบบแจกแจงสมาชิก
chap-03-realnumber-q156,chap-03-realnumber,fill,,มี,"$[-4,-3) \cup (-3,-2]$","ให้ $A = \{x \in \mathbb{R} \mid \left|\dfrac{1}{x+3}\right| \ge 1\}$ $B, C$ เป็นช่วงบน $\mathbb{R}$ ดังนี้ $B"
chap-03-realnumber-q157,chap-03-realnumber,mc,,มี,0,ให้ $A = \{x \mid |x-3| < 5\}$ และ $B = \{x \mid \sqrt{x+7} < |x+1|\}$ ค่าขอบเขตบนน้อยที่สุดของ $A - B$ คือจำน
chap-03-realnumber-q158,chap-03-realnumber,mc,,มี,2,เซตคำตอบของ $\dfrac{x}{|x+3| - 1} < 5$ คือข้อใด
chap-03-realnumber-q159,chap-03-realnumber,fill,,มี,-3,จงหาค่าของ $x$ เมื่อกำหนด $\dfrac{|x+1|}{|x+2|} \ge 2$ และ $|x| \ge 3$
chap-03-realnumber-q160,chap-03-realnumber,fill,,มี,"$(-\infty,-3) \cup (4,\infty)$",จงหาเซตคำตอบของอสมการ $|x+2| + |x-3| > 7$
chap-03-realnumber-q161,chap-03-realnumber,mc,,มี,1,ให้ $A = \{x \in \mathbb{Z} \mid 3|x-1| - 2x > 2|3x+1|\}$ ดังนั้น $A$ มีจำนวนสมาชิกเท่ากับข้อใดต่อไปนี้
chap-03-realnumber-q162,chap-03-realnumber,fill,,มี,"$(-\infty, -4) \cup (0, \infty)$",จงหาเซตคำตอบของอสมการ $\dfrac{|x+1|}{2 - |x+2|} < -1$
chap-03-realnumber-q168,chap-03-realnumber,fill,,มี,24,"กำหนดให้ $A = \{x \in \mathbb{R} \mid |x| \leq 8\}$, $B = \{x \in \mathbb{Z} \mid 3 \nmid x\}$ และ $C = \{x \i"
chap-03-realnumber-q169,chap-03-realnumber,mc,,มี,1,ข้อใดต่อไปนี้ผิด
chap-03-realnumber-q26,chap-03-realnumber,mc,,มี,3,ถ้าเอกภพสัมพัทธ์เป็นจำนวนจริง ข้อความที่ถูกต้องและชัดเจนคือข้อใด
chap-03-realnumber-q28,chap-03-realnumber,mc,,มี,3,เซตในข้อใดต่อไปนี้เป็นเซตคำตอบของสมการ $9x^{3} + 12x^{2} + x - 2 = 0$
chap-03-realnumber-q32,chap-03-realnumber,mc,,มี,2,"ถ้ากำหนดช่วง $(a, b)$ และ $(c, d)$ มีจุดร่วมกันแล้ว ให้พิจารณาว่าข้อใดต่อไปนี้ผิด"
chap-03-realnumber-q36,chap-03-realnumber,mc,,มี,1,เซตคำตอบของสมการ $4x^{2} - 13x + 4 < 1$ เท่ากับข้อใดต่อไปนี้
chap-03-realnumber-q37,chap-03-realnumber,mc,,มี,2,ถ้า $A$ เป็นเซตคำตอบของอสมการ $3x^{2} + 5x + 2 < 0$ และ $B$ เป็นเซตคำตอบของอสมการ $\dfrac{2x + 1}{x - 3} \ge 0
chap-03-realnumber-q38,chap-03-realnumber,mc,,มี,1,ค่า $x$ ที่ได้จากอสมการ $\dfrac{(x + 1)(x - 5)}{(x - 1)} < 0$ สอดคล้องอสมการข้อใดต่อไปนี้
chap-03-realnumber-q39,chap-03-realnumber,mc,,มี,1,กำหนดให้ $S$ เป็นเซตคำตอบของอสมการ $\dfrac{x - 1}{x + 2} > 2$ และ $a$ เป็นค่าขอบเขตบนน้อยสุดของ $S$ แล้ว $a^{2
chap-03-realnumber-q40,chap-03-realnumber,mc,,มี,0,จำนวนคำตอบที่เป็นจำนวนเต็มของอสมการ $-5 \le \dfrac{x^{2} - 6}{x} \le 1$ เท่ากับข้อใดต่อไปนี้
chap-03-realnumber-q43,chap-03-realnumber,mc,,มี,2,ให้ $S$ เป็นเซตของจำนวนจริง $m$ ทั้งหมด ที่ทำให้เส้นตรง $y = mx$ ตัดกับวงกลม $x^{2} + y^{2} - 10x + 16 = 0$ ขอ
chap-03-realnumber-q48,chap-03-realnumber,mc,,มี,4,"กำหนดให้ $x, y$ และ $z$ เป็นจำนวนจริง ข้อต่อไปนี้ข้อใดถูกต้องที่สุด"
chap-03-realnumber-q49,chap-03-realnumber,mc,,มี,0,ถ้า $a$ เป็นจำนวนจริงที่น้อยที่สุดที่ทำให้ $|x^{2} - 4x + 3| \le a$ ทุกค่า $x$ ซึ่ง $|4x - 11| \le 5$ แล้ว $a$
chap-03-realnumber-q50,chap-03-realnumber,mc,,มี,3,เซตใดต่อไปนี้เป็นเซตอนันต์
chap-03-realnumber-q51,chap-03-realnumber,mc,,มี,2,ให้ $\mathbb{R}$ เป็นเซตของจำนวนจริง $A = \{x \in \mathbb{R} \mid 3x^{2} + x - 2 > 0\}$ และ $B = \{x \in \math
chap-03-realnumber-q52,chap-03-realnumber,mc,,มี,0,กำหนดให้ $A = \{x \mid |x - 1| \le 2$ และ $\dfrac{1}{|x + 1|} > \dfrac{1}{2}\}$ และ $B = \{x \mid x^{2} + 2x <
chap-03-realnumber-q53,chap-03-realnumber,mc,,มี,3,กำหนดให้ $A = \{x \mid |x - 4| > 5\}$ และ $B = \{x \mid \sqrt{x + 3} - \sqrt{x} \le 1\}$ ข้อใดต่อไปนี้ถูก
chap-03-realnumber-q54,chap-03-realnumber,mc,,มี,3,กำหนดให้ $A = \{x \mid |x - 2| < 4\}$ และ $B = \{x \mid 15x^{-2} - 8x^{-1} + 1 > 0\}$ แล้ว $A \cap B$ คือเซตใน
chap-03-realnumber-q55,chap-03-realnumber,mc,,มี,2,กำหนดให้ $A$ และ $B$ เป็นเซตคำตอบของอสมการ $\dfrac{3 - x^{2}}{x + 2} \ge 0$ และ $|2 - x^{2}| \le 2$ ตามลำดับ เ
chap-03-realnumber-q56,chap-03-realnumber,mc,,มี,3,กำหนดให้ $A$ เป็นเซตคำตอบของอสมการ $\dfrac{3 - x}{x + 2} \ge 0$ และ $B$ เป็นเซตคำตอบของอสมการ $|\dfrac{1}{2} -
chap-03-realnumber-q57,chap-03-realnumber,mc,,มี,0,กำหนดให้ $A$ เป็นเซตคำตอบของอสมการ $12 + x - x^{2} < 0$ และ $B$ เป็นเซตคำตอบของอสมการ $|3 - |x|| < 1$ เซต $A \
chap-03-realnumber-q58,chap-03-realnumber,mc,,มี,3,กำหนดให้ $A = \{x \in \mathbb{R} \mid \dfrac{|x| - 1}{|x| - 2} \le 0\}$ และ $B = \{x \in \mathbb{R} \mid 1 \le
chap-03-realnumber-q59,chap-03-realnumber,mc,,มี,2,ค่าของ $x$ ทั้งหมดซึ่งสอดคล้องสมการ $\dfrac{3|1 - x|}{x - 1} < -x$ ตรงกับข้อใดต่อไปนี้
chap-03-realnumber-q60,chap-03-realnumber,mc,,มี,2,ให้ $S$ เป็นเซตคำตอบของอสมการ $\dfrac{3x - 2}{|x - 1| - 1} \ge 0$ เซต $\{x \mid x > 0$ และ $x \notin S\}$ เป็น
chap-03-realnumber-q61,chap-03-realnumber,mc,,มี,1,"ให้ $S$ เป็นเซตคำตอบของอสมการ $\dfrac{3x - 2}{|x| - 1} \ge 2$ พิจารณาข้อความต่อไปนี้ ก. $S = (-1, 0] \cup (1, "
chap-03-realnumber-q62,chap-03-realnumber,mc,,มี,1,ให้ $A$ เป็นเซตคำตอบของสมการ $|x - 4| + |x - 3| = 1$ แล้ว $A$ จะเท่ากับเซตในข้อใด
chap-03-realnumber-q63,chap-03-realnumber,mc,,มี,0,เซตคำตอบของ $\dfrac{|3x - 2|}{|x + 1| - 1} > 5$ คือช่วงในข้อใดต่อไปนี้
chap-03-realnumber-q64,chap-03-realnumber,mc,,มี,3,เซตคำตอบของ $\left|\dfrac{x - 1}{x - 2}\right| > 2$ คือเซตหรือช่วงในข้อใดต่อไปนี้
chap-03-realnumber-q65,chap-03-realnumber,mc,,มี,2,เซตคำตอบของ $\left|\dfrac{3 - 2x}{2 + x}\right| < 4$ คือช่วงในข้อใดต่อไปนี้
chap-03-realnumber-q66,chap-03-realnumber,mc,,มี,1,ให้ $R$ คือเซตของจำนวนจริง กำหนดให้ $A = \{x \in R \mid \left|\dfrac{2x - 3}{x + 2}\right| < 4\}$ พิจารณาข้อคว
chap-03-realnumber-q67,chap-03-realnumber,fill,,มี,5.5,กำหนดให้ $A$ เป็นเซตคำตอบของอสมการ $x > |x - 1|$ และ $B$ เป็นเซตคำตอบของอสมการ $\dfrac{x - 5}{(x + 1)(x + 3)} 
chap-03-realnumber-q68,chap-03-realnumber,mc,,มี,1,จำนวนจริง $x$ ที่มากที่สุดที่สอดคล้องอสมการ $\left|\dfrac{2x^{2} - 4}{3}\right| \ge 2x^{2}$ อยู่ในช่วงใดต่อไปน
chap-03-realnumber-q69,chap-03-realnumber,mc,,มี,2,กำหนดให้ $I$ คือเซตของจำนวนเต็ม และ $S = \{x \mid \bigl||x - 1| - 1\bigr| \cdot \bigl||x - 1| + 1\bigr| < 50\}
chap-03-realnumber-q70,chap-03-realnumber,mc,,มี,1,ให้ $A = \left\{x \in \mathbb{R} \mid \dfrac{1}{\sqrt{x^{2} + 4x + 4}} \ge 1\right\}$ และ $B = \{n \mid n$ เป็
chap-03-realnumber-q72,chap-03-realnumber,mc,,มี,1,ให้ $A$ เป็นเซตคำตอบของอสมการ $\dfrac{4}{x - 2} \ge \dfrac{2}{\sqrt{x + 1}}$ ข้อใดต่อไปนี้ถูก
chap-03-realnumber-q73,chap-03-realnumber,mc,,มี,1,เซตคำตอบของอสมการ $\dfrac{1}{\sqrt{x + 2}} < \sqrt{\dfrac{2x + 1}{2}}$ เท่ากับเซตใดต่อไปนี้
chap-03-realnumber-q74,chap-03-realnumber,mc,,มี,0,"ให้ $f(x) = 2x + 2$ และ $g(x) = \sqrt{4 - x^{2}}$ ถ้า $\{x \mid f(x) \le g(x)\}$ เท่ากับช่วงปิด $[a, b]$ แล้ว "
chap-03-realnumber-q90,chap-03-realnumber,mc,,มี,0,"พิจารณาข้อความต่อไปนี้ ก. $3 \mid (a^{4} + 2a^{3} - a^{2} - 2a)$ ทุกจำนวนเต็ม $a$ ข. $\{\, x \in I^{-} \mid 6x"
chap-03-realnumber-q91,chap-03-realnumber,mc,,มี,1,"พิจารณาข้อความต่อไปนี้ ก. ถ้า $a, b$ และ $c$ เป็นจำนวนเต็มซึ่ง $a \mid (2b-c)$ และ $a^{2} \mid (b+c)$ แล้ว $a "
chap-07-trigonometry-q01,chap-07-trigonometry,mc,,มี,0,"จากรูป กำหนดให้รัศมีของวงกลมเท่ากับ $2$ หน่วย และ $OABC$ เป็นสี่เหลี่ยมผืนผ้า (จุด $O$ เป็นจุดศูนย์กลางวงกลม, "
chap-07-trigonometry-q05,chap-07-trigonometry,mc,,มี,3,ถ้า $\sin\theta = 0.55$ และ $0 \le \theta \le \dfrac{\pi}{2}$ จงหาว่าค่าของฟังก์ชันตรีโกณมิติอื่นในข้อใดมีค่าน
chap-07-trigonometry-q06,chap-07-trigonometry,mc,,มี,3,ข้อความต่อไปนี้ข้อใดถูกต้อง
chap-07-trigonometry-q07,chap-07-trigonometry,mc,,มี,2,กำหนดให้ $f(x)=\sqrt{\cos^2 x}+\cos x$ เมื่อ $0\le x\le 2\pi$ ข้อใดต่อไปนี้ถูก
chap-07-trigonometry-q08,chap-07-trigonometry,mc,,มี,2,ถ้า $\pi < \theta < \dfrac{3\pi}{2}$ และ $\tan\theta=\dfrac{12}{5}$ แล้ว ข้อสรุปใดต่อไปนี้เป็นจริง
chap-07-trigonometry-q10,chap-07-trigonometry,mc,,มี,2,ข้อความต่อไปนี้ข้อใดถูกต้อง
chap-07-trigonometry-q100,chap-07-trigonometry,mc,,มี,3,นายดำยืนอยู่บนสนามแห่งหนึ่ง มองเห็นยอดเสาธงเป็นมุมเงย $60^\circ$ แต่เมื่อเขาเดินตรงเข้าไปหาเสาธงอีก $20$ เมตร 
chap-07-trigonometry-q101,chap-07-trigonometry,mc,,มี,1,นายแดงนั่งอยู่บนดาดฟ้าของโรงแรมริมหาดแห่งหนึ่ง สังเกตเห็นเรือสองลำทอดสมออยู่ในทะเลเป็นมุมก้ม $x$ และ $y$ ตามลำ
chap-07-trigonometry-q102,chap-07-trigonometry,mc,,มี,1,สุดายืนอยู่ทางทิศตะวันออกของตึกหลังหนึ่ง มองเห็นยอดตึกเป็นมุมเงย $45^\circ$ จากจุดนี้สุดาเดินไปทางทิศใต้เป็นระ
chap-07-trigonometry-q103,chap-07-trigonometry,mc,,มี,2,"ตามรูป $AC$ เป็นเส้นสัมผัสวงกลมหนึ่งหน่วย สัมผัสวงกลมที่จุด $A(1, 0)$ โดย $O$ เป็นจุดศูนย์กลางวงกลม ลากเส้น $O"
chap-07-trigonometry-q104,chap-07-trigonometry,mc,,มี,3,"เส้นตรง $AC$ สัมผัสกับวงกลมหนึ่งหน่วยที่จุด $A(1, 0)$ ลากเส้น $OC$ ตัดเส้นรอบวงของวงกลมที่จุด $P(x, y)$ ทำให้ค"
chap-07-trigonometry-q105,chap-07-trigonometry,fill,,มี,3,"สามเหลี่ยม $ABC$ มีด้าน $a, b, c$ เป็นด้านตรงข้ามมุม $A, B, C$ ซึ่งมีความยาวเป็น $3, 2.5, 1$ หน่วย ตามลำดับ ค่"
chap-07-trigonometry-q106,chap-07-trigonometry,mc,,มี,0,รูป $n$ เหลี่ยมด้านเท่าที่บรรจุลงในวงกลมรัศมียาว $a$ หน่วย มีพื้นที่เท่าใด
chap-07-trigonometry-q107,chap-07-trigonometry,mc,,มี,3,พื้นที่ภายในวงกลมรัศมียาว $1$ เมตร ถูกแบ่งเป็น $2$ ส่วนด้วยคอร์ดยาว $1$ เมตร พื้นที่ส่วนน้อยของวงกลมเท่ากับข้อ
